,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
3037487,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3680,33.894007,-84.235653,33.892951,-84.233284,0.154
3037488,PLEASANTDALE RD @ 3722,PLEASANTDALE RD @ 3680,33.894144,-84.235455,33.892951,-84.233284,0.149
3037489,PLEASANTDALE RD @ 3680,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.892951,-84.233284,33.89244,-84.23129,0.12
3037490,PLEASANTDALE RD @ 3680,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.892951,-84.233284,33.89208,-84.22984,0.206
3037491,PLEASANTDALE RD @ 3680,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.892951,-84.233284,33.89264,-84.23112,0.126
3037492,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89244,-84.23129,33.89244,-84.23129,0.0
3037493,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89244,-84.23129,33.89208,-84.22984,0.087
3037494,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89244,-84.23129,33.89264,-84.23112,0.017
3037495,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89208,-84.22984,33.89244,-84.23129,0.087
3037496,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89208,-84.22984,33.89208,-84.22984,0.0
3037497,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89208,-84.22984,33.89264,-84.23112,0.083
3037498,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89264,-84.23112,33.89244,-84.23129,0.017
3037499,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89264,-84.23112,33.89208,-84.22984,0.083
3037500,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ VALLEY BLUFF WAY,33.89264,-84.23112,33.89264,-84.23112,0.0
3037501,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89244,-84.23129,33.890503,-84.227701,0.246
3037502,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89244,-84.23129,33.89041,-84.22745,0.261
3037503,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89208,-84.22984,33.890503,-84.227701,0.164
3037504,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89208,-84.22984,33.89041,-84.22745,0.179
3037505,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89264,-84.23112,33.890503,-84.227701,0.245
3037506,PLEASANTDALE RD @ VALLEY BLUFF WAY,PLEASANTDALE RD @ PLEASANTDALE PKWY,33.89264,-84.23112,33.89041,-84.22745,0.261
3037507,PLEASANTDALE RD @ PLEASANTDALE PKWY,PLEASANTDALE RD @ SPRING HARBOR LN,33.890503,-84.227701,33.888801,-84.22681,0.128
3037508,PLEASANTDALE RD @ PLEASANTDALE PKWY,PLEASANTDALE RD @ SPRING HARBOR LN,33.89041,-84.22745,33.888801,-84.22681,0.117
3037509,PLEASANTDALE RD @ SPRING HARBOR LN,PLEASANTDALE RD @ PLEASANT SHADE DR,33.888801,-84.22681,33.887216,-84.225364,0.137
3037510,PLEASANTDALE RD @ SPRING HARBOR LN,PLEASANTDALE RD @ PLEASANT SHADE DR,33.888801,-84.22681,33.88712,-84.225057,0.154
3037511,PLEASANTDALE RD @ PLEASANT SHADE DR,PLEASANTDALE RD @ SHADOW WALK,33.887216,-84.225364,33.884949,-84.222252,0.237
3037512,PLEASANTDALE RD @ PLEASANT SHADE DR,PLEASANTDALE RD @ SHADOW WALK,33.88712,-84.225057,33.884949,-84.222252,0.22
3037513,PLEASANTDALE RD @ SHADOW WALK,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.884949,-84.222252,33.884691,-84.221218,0.062
3037514,PLEASANTDALE RD @ SHADOW WALK,PLEASANTDALE RD @ TUCKER NORCROSS RD,33.884949,-84.222252,33.884104,-84.22069,0.107
3037515,PLEASANTDALE RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.884691,-84.221218,33.882736,-84.219653,0.162
3037516,PLEASANTDALE RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.884691,-84.221218,33.882515,-84.219854,0.169
3037517,PLEASANTDALE RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.884104,-84.22069,33.882736,-84.219653,0.112
3037518,PLEASANTDALE RD @ TUCKER NORCROSS RD,TUCKER NORCROSS RD @ BRITT RD,33.884104,-84.22069,33.882515,-84.219854,0.12
3037519,TUCKER NORCROSS RD @ BRITT RD,CHAMBLEE TUCKER RD @ TUCKER NORCROS,33.882736,-84.219653,33.880217,-84.219051,0.177
3037520,TUCKER NORCROSS RD @ BRITT RD,CHAMBLEE TUCKER RD @ TUCKER NORCROS,33.882515,-84.219854,33.880217,-84.219051,0.165
3037521,CHAMBLEE TUCKER RD @ TUCKER NORCROS,CHAMBLEE TUCKER RD @ GLADNEY DR,33.880217,-84.219051,33.878386,-84.218395,0.132
3037522,CHAMBLEE TUCKER RD @ TUCKER NORCROS,CHAMBLEE TUCKER RD @ GLADNEY DR,33.880217,-84.219051,33.878529,-84.218297,0.124
3037523,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ MENLO DR,33.878386,-84.218395,33.875378,-84.218084,0.209
3037524,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ MENLO DR,33.878386,-84.218395,33.875298,-84.218008,0.215
3037525,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ MENLO DR,33.878529,-84.218297,33.875378,-84.218084,0.218
3037526,CHAMBLEE TUCKER RD @ GLADNEY DR,CHAMBLEE TUCKER RD @ MENLO DR,33.878529,-84.218297,33.875298,-84.218008,0.224
3037527,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ FONTANA CT,33.875378,-84.218084,33.874192,-84.217959,0.082
3037528,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ FONTANA CT,33.875378,-84.218084,33.874098,-84.217813,0.09
3037529,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ FONTANA CT,33.875298,-84.218008,33.874192,-84.217959,0.076
3037530,CHAMBLEE TUCKER RD @ MENLO DR,CHAMBLEE TUCKER RD @ FONTANA CT,33.875298,-84.218008,33.874098,-84.217813,0.084
3037531,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ WEBB RD,33.874192,-84.217959,33.872971,-84.217304,0.092
3037532,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ WEBB RD,33.874192,-84.217959,33.872907,-84.217107,0.101
3037533,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ WEBB RD,33.874098,-84.217813,33.872971,-84.217304,0.083
3037534,CHAMBLEE TUCKER RD @ FONTANA CT,CHAMBLEE TUCKER RD @ WEBB RD,33.874098,-84.217813,33.872907,-84.217107,0.092
3037535,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ LIVSEY RD,33.872971,-84.217304,33.869435,-84.217112,0.245
3037536,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ LIVSEY RD,33.872971,-84.217304,33.868889,-84.217418,0.282
3037537,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ LIVSEY RD,33.872907,-84.217107,33.869435,-84.217112,0.24
3037538,CHAMBLEE TUCKER RD @ WEBB RD,CHAMBLEE TUCKER RD @ LIVSEY RD,33.872907,-84.217107,33.868889,-84.217418,0.278
3037539,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.869435,-84.217112,33.866259,-84.218096,0.227
3037540,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.869435,-84.217112,33.866107,-84.217935,0.235
3037541,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.868889,-84.217418,33.866259,-84.218096,0.186
3037542,CHAMBLEE TUCKER RD @ LIVSEY RD,CHAMBLEE TUCKER RD @ CASTLE PINES CT,33.868889,-84.217418,33.866107,-84.217935,0.194
3037543,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ BRITTS GATE LN,33.866259,-84.218096,33.864505,-84.218164,0.121
3037544,CHAMBLEE TUCKER RD @ CASTLE PINES CT,CHAMBLEE TUCKER RD @ BRITTS GATE LN,33.866107,-84.217935,33.864505,-84.218164,0.111
3037545,CHAMBLEE TUCKER RD @ BRITTS GATE LN,CHAMBLEE TUCKER RD @ BROWN RD,33.864505,-84.218164,33.860953,-84.219247,0.253
3037546,CHAMBLEE TUCKER RD @ BROWN RD,CHAMBLEE TUCKER RD @ MORGAN RD,33.860953,-84.219247,33.856682,-84.217837,0.306
3037547,CHAMBLEE TUCKER RD @ BROWN RD,CHAMBLEE TUCKER RD @ MORGAN RD,33.860953,-84.219247,33.856781,-84.217946,0.298
3037548,CHAMBLEE TUCKER RD @ MORGAN RD,FELLOWSHIP RD @ 2ND ST,33.856682,-84.217837,33.854138,-84.217676,0.176
3037549,CHAMBLEE TUCKER RD @ MORGAN RD,FELLOWSHIP RD @ 2ND ST,33.856781,-84.217946,33.854138,-84.217676,0.183
3037550,FELLOWSHIP RD @ 2ND ST,LAWRENCEVILLE HWY @ TOWNSHIP LN,33.854138,-84.217676,33.850078,-84.216282,0.292
3037605,PLEASANTDALE RD @ 4126,DAWSON BLVD NW @ RUTHERFORD GLEN CIR,33.902875,-84.244954,33.903095,-84.239558,0.31
3037607,BUTTON GWINNETT DR @ 4550,PLEASANTDALE RD @ 4000,33.904151,-84.240254,33.899333,-84.243613,0.385
3075350,MEMORIAL DR @ MOUNTAIN DR,NORTHERN AVE @ MEMORIAL DR,33.774229,-84.247756,33.777932,-84.244001,0.335
3075351,MEMORIAL DR @ MOUNTAIN DR,NORTHERN AVE @ MEMORIAL DR,33.773979,-84.248213,33.777932,-84.244001,0.365
3075352,NORTHERN AVE @ MEMORIAL DR,NORTHERN AVE @ 260 (BLDG 10),33.777932,-84.244001,33.780332,-84.245042,0.176
3075353,NORTHERN AVE @ 260 (BLDG 10),NORTHERN AVE @ 281,33.780332,-84.245042,33.781784,-84.247375,0.167
3075354,NORTHERN AVE @ 281,NORTHERN AVE @ ROCKBRIDGE RD,33.781784,-84.247375,33.783043,-84.248474,0.107
3075355,NORTHERN AVE @ ROCKBRIDGE RD,ROCKBRIDGE RD @ WILLOW RIDGE WAY,33.783043,-84.248474,33.78318,-84.247258,0.07
3075356,NORTHERN AVE @ ROCKBRIDGE RD,ROCKBRIDGE RD @ WILLOW RIDGE WAY,33.783043,-84.248474,33.783269,-84.247149,0.078
3075357,ROCKBRIDGE RD @ WILLOW RIDGE WAY,ROCKBRIDGE RD @ 3672,33.78318,-84.247258,33.782323,-84.240693,0.382
3075358,ROCKBRIDGE RD @ WILLOW RIDGE WAY,ROCKBRIDGE RD @ 3672,33.783269,-84.247149,33.782323,-84.240693,0.376
3075359,ROCKBRIDGE RD @ 3672,ROCKBRIDGE RD @ N INDIAN CREEK DR,33.782323,-84.240693,33.786498,-84.235084,0.432
3075360,ROCKBRIDGE RD @ 3672,ROCKBRIDGE RD @ N INDIAN CREEK DR,33.782323,-84.240693,33.784913,-84.236855,0.284
3075361,ROCKBRIDGE RD @ N INDIAN CREEK DR,N INDIAN CREEK DR @ ROCKBRIDGE RD,33.786498,-84.235084,33.785258,-84.236826,0.132
3075362,ROCKBRIDGE RD @ N INDIAN CREEK DR,N INDIAN CREEK DR @ ROCKBRIDGE RD,33.786498,-84.235084,33.785523,-84.236661,0.113
3075363,ROCKBRIDGE RD @ N INDIAN CREEK DR,N INDIAN CREEK DR @ ROCKBRIDGE RD,33.784913,-84.236855,33.785258,-84.236826,0.024
3075364,ROCKBRIDGE RD @ N INDIAN CREEK DR,N INDIAN CREEK DR @ ROCKBRIDGE RD,33.784913,-84.236855,33.785523,-84.236661,0.044
3075365,N INDIAN CREEK DR @ ROCKBRIDGE RD,N INDIAN CREEK DR @ DIAL DR,33.785258,-84.236826,33.786868,-84.236041,0.12
3075366,N INDIAN CREEK DR @ ROCKBRIDGE RD,N INDIAN CREEK DR @ DIAL DR,33.785258,-84.236826,33.78654,-84.236119,0.097
3075367,N INDIAN CREEK DR @ ROCKBRIDGE RD,N INDIAN CREEK DR @ DIAL DR,33.785523,-84.236661,33.786868,-84.236041,0.1
3075368,N INDIAN CREEK DR @ ROCKBRIDGE RD,N INDIAN CREEK DR @ DIAL DR,33.785523,-84.236661,33.78654,-84.236119,0.077
3075369,N INDIAN CREEK DR @ DIAL DR,N INDIAN CREEK DR @ 449,33.786868,-84.236041,33.788225,-84.23537,0.101
3075370,N INDIAN CREEK DR @ DIAL DR,N INDIAN CREEK DR @ 449,33.78654,-84.236119,33.788225,-84.23537,0.124
3075371,N INDIAN CREEK DR @ 449,N INDIAN CREEK DR @ MILLIGAN DR,33.788225,-84.23537,33.790079,-84.236037,0.134
3075372,N INDIAN CREEK DR @ 449,N INDIAN CREEK DR @ MILLIGAN DR,33.788225,-84.23537,33.790251,-84.236114,0.146
3075373,N INDIAN CREEK DR @ MILLIGAN DR,N INDIAN CREEK DR @ 555,33.790079,-84.236037,33.791388,-84.235729,0.092
3075374,N INDIAN CREEK DR @ MILLIGAN DR,N INDIAN CREEK DR @ 555,33.790079,-84.236037,33.791576,-84.235884,0.104
3075375,N INDIAN CREEK DR @ MILLIGAN DR,N INDIAN CREEK DR @ 555,33.790251,-84.236114,33.791388,-84.235729,0.082
3075376,N INDIAN CREEK DR @ MILLIGAN DR,N INDIAN CREEK DR @ 555,33.790251,-84.236114,33.791576,-84.235884,0.092
3075377,N INDIAN CREEK DR @ 555,N INDIAN CREEK DR @ INDIAN CREEK LN,33.791388,-84.235729,33.793823,-84.236098,0.17
3075378,N INDIAN CREEK DR @ 555,N INDIAN CREEK DR @ INDIAN CREEK LN,33.791388,-84.235729,33.793877,-84.236251,0.175
3075379,N INDIAN CREEK DR @ 555,N INDIAN CREEK DR @ INDIAN CREEK LN,33.791576,-84.235884,33.793823,-84.236098,0.156
3075380,N INDIAN CREEK DR @ 555,N INDIAN CREEK DR @ INDIAN CREEK LN,33.791576,-84.235884,33.793877,-84.236251,0.16
3075381,N INDIAN CREEK DR @ INDIAN CREEK LN,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.793823,-84.236098,33.796159,-84.236357,0.162
3075382,N INDIAN CREEK DR @ INDIAN CREEK LN,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.793823,-84.236098,33.795837,-84.236466,0.141
3075383,N INDIAN CREEK DR @ INDIAN CREEK LN,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.793877,-84.236251,33.796159,-84.236357,0.158
3075384,N INDIAN CREEK DR @ INDIAN CREEK LN,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,33.793877,-84.236251,33.795837,-84.236466,0.136
3075385,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,N INDIAN CREEK DR @ 751,33.796159,-84.236357,33.798028,-84.236841,0.132
3075386,N INDIAN CREEK DR @ MEMORIAL COLLEGE AVE,N INDIAN CREEK DR @ 751,33.795837,-84.236466,33.798028,-84.236841,0.153
3075387,N INDIAN CREEK DR @ 751,N INDIAN CREEK DR @ 819,33.798028,-84.236841,33.799731,-84.237571,0.125
3075388,N INDIAN CREEK DR @ 819,N INDIAN CREEK DR @ JAMISON PL,33.799731,-84.237571,33.802041,-84.238385,0.166
3075389,N INDIAN CREEK DR @ 819,N INDIAN CREEK DR @ JAMISON PL,33.799731,-84.237571,33.802247,-84.238569,0.183
3075390,N INDIAN CREEK DR @ JAMISON PL,N INDIAN CREEK DR @ DEBELLE ST,33.802041,-84.238385,33.803796,-84.238818,0.124
3075391,N INDIAN CREEK DR @ JAMISON PL,N INDIAN CREEK DR @ DEBELLE ST,33.802041,-84.238385,33.803948,-84.239013,0.137
3075392,N INDIAN CREEK DR @ JAMISON PL,N INDIAN CREEK DR @ DEBELLE ST,33.802247,-84.238569,33.803796,-84.238818,0.108
3075393,N INDIAN CREEK DR @ JAMISON PL,N INDIAN CREEK DR @ DEBELLE ST,33.802247,-84.238569,33.803948,-84.239013,0.12
3075394,N INDIAN CREEK DR @ DEBELLE ST,N INDIAN CREEK DR @ ROGERS ST,33.803796,-84.238818,33.80513,-84.239273,0.096
3075395,N INDIAN CREEK DR @ DEBELLE ST,N INDIAN CREEK DR @ ROGERS ST,33.803796,-84.238818,33.804915,-84.239328,0.083
3075396,N INDIAN CREEK DR @ DEBELLE ST,N INDIAN CREEK DR @ ROGERS ST,33.803948,-84.239013,33.80513,-84.239273,0.083
3075397,N INDIAN CREEK DR @ DEBELLE ST,N INDIAN CREEK DR @ ROGERS ST,33.803948,-84.239013,33.804915,-84.239328,0.069
3075398,N INDIAN CREEK DR @ ROGERS ST,N INDIAN CREEK DR @ CHURCH ST,33.80513,-84.239273,33.806395,-84.240895,0.128
3075399,N INDIAN CREEK DR @ ROGERS ST,N INDIAN CREEK DR @ CHURCH ST,33.804915,-84.239328,33.806395,-84.240895,0.136
3075400,N INDIAN CREEK DR @ CHURCH ST,N INDIAN CREEK DR @ HILL ST,33.806395,-84.240895,33.808488,-84.242435,0.169
3075401,N INDIAN CREEK DR @ CHURCH ST,N INDIAN CREEK DR @ HILL ST,33.806395,-84.240895,33.808649,-84.242479,0.18
3075402,N INDIAN CREEK DR @ HILL ST,N INDIAN CREEK DR @ MARKET ST,33.808488,-84.242435,33.810215,-84.241541,0.13
3075403,N INDIAN CREEK DR @ HILL ST,N INDIAN CREEK DR @ MARKET ST,33.808488,-84.242435,33.81034,-84.24165,0.136
3075404,N INDIAN CREEK DR @ HILL ST,N INDIAN CREEK DR @ MARKET ST,33.808649,-84.242479,33.810215,-84.241541,0.121
3075405,N INDIAN CREEK DR @ HILL ST,N INDIAN CREEK DR @ MARKET ST,33.808649,-84.242479,33.81034,-84.24165,0.126
3075406,N INDIAN CREEK DR @ MARKET ST,MONTREAL RD @ MONTREAL CREEK CT,33.810215,-84.241541,33.813152,-84.242952,0.218
3075407,N INDIAN CREEK DR @ MARKET ST,MONTREAL RD @ MONTREAL CREEK CT,33.81034,-84.24165,33.813152,-84.242952,0.208
3075408,MONTREAL RD @ MONTREAL CREEK CT,MONTREAL RD @ NOBLE VINES DR,33.813152,-84.242952,33.81531,-84.244343,0.169
3075409,MONTREAL RD @ MONTREAL CREEK CT,MONTREAL RD @ NOBLE VINES DR,33.813152,-84.242952,33.815194,-84.244463,0.166
3075410,MONTREAL RD @ NOBLE VINES DR,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.81531,-84.244343,33.817463,-84.245651,0.167
3075411,MONTREAL RD @ NOBLE VINES DR,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.81531,-84.244343,33.817459,-84.245831,0.171
3075412,MONTREAL RD @ NOBLE VINES DR,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.815194,-84.244463,33.817463,-84.245651,0.171
3075413,MONTREAL RD @ NOBLE VINES DR,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,33.815194,-84.244463,33.817459,-84.245831,0.175
3075414,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,MONTREAL RD @ JUNEAU CT,33.817463,-84.245651,33.818919,-84.247418,0.143
3075415,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,MONTREAL RD @ JUNEAU CT,33.817463,-84.245651,33.818883,-84.247592,0.148
3075416,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,MONTREAL RD @ JUNEAU CT,33.817459,-84.245831,33.818919,-84.247418,0.136
3075417,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,MONTREAL RD @ JUNEAU CT,33.817459,-84.245831,33.818883,-84.247592,0.141
3075418,MONTREAL RD @ JUNEAU CT,MONTREAL RD @ 1215,33.818919,-84.247418,33.820083,-84.248897,0.117
3075419,MONTREAL RD @ JUNEAU CT,MONTREAL RD @ 1215,33.818883,-84.247592,33.820083,-84.248897,0.112
3075420,MONTREAL RD @ 1215,MONTREAL RD @ ALCAN WAY,33.820083,-84.248897,33.822241,-84.250353,0.171
3075421,MONTREAL RD @ 1215,MONTREAL RD @ ALCAN WAY,33.820083,-84.248897,33.822153,-84.250457,0.169
3075422,MONTREAL RD @ ALCAN WAY,MONTREAL RD @ CANADIAN WAY,33.822241,-84.250353,33.823683,-84.25095,0.105
3075423,MONTREAL RD @ ALCAN WAY,MONTREAL RD @ CANADIAN WAY,33.822241,-84.250353,33.823763,-84.251113,0.114
3075424,MONTREAL RD @ ALCAN WAY,MONTREAL RD @ CANADIAN WAY,33.822153,-84.250457,33.823683,-84.25095,0.109
3075425,MONTREAL RD @ ALCAN WAY,MONTREAL RD @ CANADIAN WAY,33.822153,-84.250457,33.823763,-84.251113,0.117
3075426,MONTREAL RD @ CANADIAN WAY,MONTREAL RD @ 1475,33.823683,-84.25095,33.827139,-84.24972,0.249
3075427,MONTREAL RD @ CANADIAN WAY,MONTREAL RD @ 1475,33.823763,-84.251113,33.827139,-84.24972,0.247
3075428,MONTREAL RD @ 1475,LAWRENCEVILLE HWY @ MONTREAL RD W,33.827139,-84.24972,33.826245,-84.25518,0.319
3075429,MONTREAL RD @ 1475,LAWRENCEVILLE HWY @ MONTREAL RD W,33.827139,-84.24972,33.826303,-84.255882,0.358
3075430,MONTREAL RD @ 1475,LAWRENCEVILLE HWY @ MONTREAL RD W,33.827139,-84.24972,33.825865,-84.256826,0.417
3075431,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.826245,-84.25518,33.826753,-84.257081,0.115
3075432,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.826245,-84.25518,33.826926,-84.256932,0.111
3075433,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.826303,-84.255882,33.826753,-84.257081,0.076
3075434,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.826303,-84.255882,33.826926,-84.256932,0.074
3075435,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.825865,-84.256826,33.826753,-84.257081,0.063
3075436,LAWRENCEVILLE HWY @ MONTREAL RD W,MONTREAL RD @ MONTREAL CIR S,33.825865,-84.256826,33.826926,-84.256932,0.074
3075437,MONTREAL RD @ MONTREAL CIR S,MONTREAL RD @ WINDFIELD CIR,33.826753,-84.257081,33.828578,-84.258745,0.158
3075438,MONTREAL RD @ MONTREAL CIR S,MONTREAL RD @ WINDFIELD CIR,33.826753,-84.257081,33.828431,-84.258519,0.142
3075439,MONTREAL RD @ MONTREAL CIR S,MONTREAL RD @ WINDFIELD CIR,33.826926,-84.256932,33.828578,-84.258745,0.154
3075440,MONTREAL RD @ MONTREAL CIR S,MONTREAL RD @ WINDFIELD CIR,33.826926,-84.256932,33.828431,-84.258519,0.138
3075441,MONTREAL RD @ WINDFIELD CIR,MONTREAL RD @ KENNERSLY CLOSE,33.828578,-84.258745,33.831478,-84.258522,0.201
3075442,MONTREAL RD @ WINDFIELD CIR,MONTREAL RD @ KENNERSLY CLOSE,33.828578,-84.258745,33.831322,-84.258723,0.19
3075443,MONTREAL RD @ WINDFIELD CIR,MONTREAL RD @ KENNERSLY CLOSE,33.828431,-84.258519,33.831478,-84.258522,0.211
3075444,MONTREAL RD @ WINDFIELD CIR,MONTREAL RD @ KENNERSLY CLOSE,33.828431,-84.258519,33.831322,-84.258723,0.2
3075445,MONTREAL RD @ KENNERSLY CLOSE,MONTREAL RD @ SIMPSON DR,33.831478,-84.258522,33.834462,-84.257012,0.224
3075446,MONTREAL RD @ KENNERSLY CLOSE,MONTREAL RD @ SIMPSON DR,33.831478,-84.258522,33.834239,-84.256947,0.211
3075447,MONTREAL RD @ KENNERSLY CLOSE,MONTREAL RD @ SIMPSON DR,33.831322,-84.258723,33.834462,-84.257012,0.238
3075448,MONTREAL RD @ KENNERSLY CLOSE,MONTREAL RD @ SIMPSON DR,33.831322,-84.258723,33.834239,-84.256947,0.226
3075449,MONTREAL RD @ SIMPSON DR,MONTREAL RD @ MONTREAL CIR N,33.834462,-84.257012,33.835378,-84.256795,0.065
3075450,MONTREAL RD @ SIMPSON DR,MONTREAL RD @ MONTREAL CIR N,33.834239,-84.256947,33.835378,-84.256795,0.079
3075451,MONTREAL RD @ MONTREAL CIR N,MONTREAL RD @ 1860,33.835378,-84.256795,33.837229,-84.256734,0.128
3075452,MONTREAL RD @ 1860,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,33.837229,-84.256734,33.840064,-84.256729,0.196
3075453,MONTREAL RD @ 1860,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,33.837229,-84.256734,33.839973,-84.256904,0.19
3075454,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,MONTREAL RD @ LAVISTA RD,33.840064,-84.256729,33.843421,-84.2567,0.232
3075455,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,MONTREAL RD @ LAVISTA RD,33.840064,-84.256729,33.843117,-84.256841,0.211
3075456,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,MONTREAL RD @ LAVISTA RD,33.839973,-84.256904,33.843421,-84.2567,0.239
3075457,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,MONTREAL RD @ LAVISTA RD,33.839973,-84.256904,33.843117,-84.256841,0.217
3075458,MONTREAL RD @ LAVISTA RD,HENDERSON MILL RD NE @ LAVISTA RD,33.843421,-84.2567,33.846374,-84.255445,0.216
3075459,MONTREAL RD @ LAVISTA RD,HENDERSON MILL RD NE @ LAVISTA RD,33.843117,-84.256841,33.846374,-84.255445,0.239
3075460,HENDERSON MILL RD NE @ LAVISTA RD,BRIARCLIFF RD NE @ RANDOLPH RD NE,33.846374,-84.255445,33.849789,-84.258698,0.301
3075670,MONTREAL RD @ 1475,LAWRENCEVILLE HWY @ LEE WAY,33.827139,-84.24972,33.829052,-84.249204,0.135
3075681,LAWRENCEVILLE HWY @ TERRI LYNN CT,NORTHLAKE PKWY @ LAWRENCEVILLE HWY,33.834989,-84.241852,33.838531,-84.238333,0.317
3075682,LAWRENCEVILLE HWY @ TERRI LYNN CT,NORTHLAKE PKWY @ LAWRENCEVILLE HWY,33.834989,-84.241852,33.838388,-84.238649,0.298
3075683,LAWRENCEVILLE HWY @ TERRI LYNN CT,NORTHLAKE PKWY @ LAWRENCEVILLE HWY,33.835177,-84.241841,33.838531,-84.238333,0.307
3075684,LAWRENCEVILLE HWY @ TERRI LYNN CT,NORTHLAKE PKWY @ LAWRENCEVILLE HWY,33.835177,-84.241841,33.838388,-84.238649,0.288
